,word,frequency
3750,highlights,32
1737,lacing.this,32
4562,slightest,32
872,french,32
208,perfectly.,32
1186,try.,32
3855,ive,32
1729,lingers.,32
5967,allows,32
2893,expression,32
1882,tough,32
846,deserves,32
1941,certain,32
5735,settling,32
12337,acetic,32
4995,hues,32
1913,reveals,32
6302,fruity.,32
4055,ground,32
1852,tend,32
4050,doubt,32
5268,tingly,32
1339,dusty,32
2331,bouquet,32
614,else.,32
3477,"banana,",32
8578,signature,32
11747,"acidic,",32
9009,flat,32
305,middle.,32
1304,someone,32
4339,cloying.,32
287,mexican,32
7610,biting,32
1360,"small,",31
3453,"refreshing,",31
4151,colour,31
2468,8%,31
1226,waiting,31
3875,for.,31
977,clings,31
483,gone,31
868,county,31
1297,apparent,31
2537,"say,",31
4480,doughy,31
1944,creating,31
5395,wonderful.,31
2543,"down,",31
4431,point.,31
6031,"cloying,",31
2181,accompanied,31
2928,bottling,31
2972,"excellent,",31
5472,pastry,31
707,obviously,31
2033,knock,31
4823,palate;,31
1683,"present,",31
13530,cherries.,31
5812,cap.,31
4649,"huge,",31
518,delivers,31
1269,via,31
4792,rising,31
2050,providing,31
674,hardly,31
929,hoping,31
3731,"amazing,",31
1016,"base,",30
2022,"brandy,",30
982,appears,30
1151,place,30
4610,lush,30
1029,gently,30
112,taster,30
1772,seriously,30
1108,hefty,30
2954,cannot,30
7489,either.,30
1368,"musty,",30
391,brownish,30
14949,alpine,30
5587,leading,30
1,early,30
6923,"spices,",30
5100,minutes,30
1568,exceptionally,30
6947,"apricots,",30
3413,pulpy,30
2542,turn,30
4188,set,30
7023,nose.medium,30
1917,kiss,30
11353,lacing.s,30
1892,"rum,",30
2200,they're,30
1894,heavily,30
12664,skin,30
2582,juicy.,30
736,ratings,30
1353,abraxas,30
2774,inviting,30
4420,sticky.,30
225,none,30
5821,sipper.,30
2415,bitterness,30
5689,mid,30
311,disappointed,30
812,however,30
897,understand,30
1690,100,30
1693,score,30
3475,filled,30
8488,showing,30
4033,rich.,30
4966,explosion,30
5925,opening,30
2391,job,30
2477,personally,29
2664,temp,29
2222,except,29
2220,notice,29
8326,school,29
2816,biscuit,29
2618,swallow,29
2818,hazy.,29
9668,german,29
1801,"silky,",29
2155,superior,29
2442,gotten,29
2438,thing.,29
9118,total,29
1866,entirely,29
2362,8,29
8223,stellar,29
2934,"flavorful,",29
4582,melted,29
3148,"citrusy,",29
6971,levels,29
5837,normal,29
3222,combo,29
4174,goose,29
6650,offerings,29
5896,consistent,29
606,tremendous,29
5330,forward.,29
3542,"murky,",29
3782,"before,",29
5492,batter,29
4505,house.,29
4289,"anise,",29
1162,edges.,29
4716,island,29
15359,barleywine.,29
664,"years,",29
7358,passionfruit,29
411,step,29
8022,dissipating,29
3512,"earth,",29
3919,non,29
3196,"straw,",29
3996,wrong,29
2990,filling,29
2998,manages,29
5811,later,29
4599,unripe,29
4564,wave,29
2729,"dankness,",28
9555,"now,",28
1320,overall.,28
522,scent,28
488,builds,28
2932,"resinous,",28
21072,jackie,28
5236,throat,28
1843,blown,28
1874,easier,28
1204,teku.,28
5185,strongly,28
1216,beans,28
11136,tart.,28
836,complete,28
3161,generous,28
5256,it!,28
11030,horse,28
6290,taken,28
3687,glass.s:,28
5868,store,28
7161,"bit,",28
3946,features,28
5693,semi-sweet,28
2635,ank,28
9001,"throughout,",28
8019,"red,",28
1806,licorice.,28
1544,complimented,28
2865,"quality,",28
11767,tannins,28
931,variant,28
5858,250,28
12343,saison.,28
516,overpowering.,28
2316,course,28
14723,"prune,",28
6090,keeping,28
1109,share.,28
3408,outside,28
4385,bits,28
3310,"middle,",27
2480,i’ll,27
7028,world-class,27
5148,honeydew,27
5155,boy,27
7071,onto,27
428,secondary,27
1439,allowed,27
1346,dates,27
10879,puckering,27
1959,(not,27
713,saying,27
3959,shines,27
5761,fade,27
4008,mixing,27
15544,"prunes,",27
786,"awesome,",27
15268,barleywines,27
743,opportunity,27
3853,cream.,27
2142,"point,",27
6064,list,27
3791,tangerine.,27
10246,chalky,27
6173,smoked,27
3705,"really,",27
646,world.,27
383,chewy.,27
10967,aspects,27
6494,consistency,27
5322,"side,",27
6607,carbonated.,27
3574,class.,27
4222,smoothness,27
1494,well-balanced,27
843,of.,27
4830,cheers!,27
3000,drinkability.,27
4512,healthy,27
342,plums,27
201,first.,27
1671,winter,27
4663,"intense,",27
1643,thin.,27
267,tasted.,27
3151,wasn’t,27
4846,"enjoyable,",27
9842,"cake,",27
4718,floating,27
11644,2012,27
12177,ales,27
1619,variants,27
11646,pinkish,27
9952,hell,26
2516,play,26
8572,actual,26
4905,sit,26
5207,weak,26
165,days.,26
1333,toast,26
286,par,26
3095,inside,26
4777,lemon.,26
699,whatever,26
597,five,26
3484,backed,26
3510,strong.,26
10942,san,26
2001,refined,26
1280,evident,26
3582,"nectarine,",26
1963,"then,",26
3129,mandarin,26
1024,cuts,26
7556,create,26
182,tried.,26
4252,spots,26
7492,recently,26
161,cool,26
4941,underneath,26
2798,pliny,26
698,obvious,26
8005,lacing.aroma,26
422,swirl,26
1916,"mild,",26
4016,release.,26
478,begins,26
8367,read,26
889,extreme,26
2662,spiegelau,26
5616,figs,26
2670,dank.,26
6975,champagne,26
8343,"solid,",26
4017,leans,26
5915,unpleasant,26
798,"bold,",26
979,holy,26
4073,baking,26
1007,"cola,",26
1483,experienced,26
726,number,26
4037,"warming,",26
4570,provide,26
4354,sparse,26
3032,effort,26
3929,"woody,",25
2523,pops,25
1851,often,25
6536,capped,25
5745,leather.,25
9346,hand,25
5702,sometimes,25
6522,pear,25
8071,honey.,25
3081,worked,25
9339,port,25
4189,somewhere,25
4506,brews,25
6085,"velvety,",25
4098,cracked,25
5953,"frothy,",25
17196,tuesday,25
23164,porter.,25
1817,allowing,25
14142,trillium.,25
10470,"grains,",25
2718,resin.,25
11774,"fizzy,",25
15301,"toasty,",25
3127,zest.,25
636,needed,25
13875,raspberries.,25
10576,sips,25
4358,disappointed.,25
5266,heavier,25
7366,citric,25
430,"perfect,",25
11164,life,25
1862,reminded,25
4885,missing,25
4305,lacings,25
1310,"peppers,",25
11205,lacks,25
1420,tip,25
2475,assertive,25
2874,dull,25
11404,pie,25
13115,center,25
4407,brilliant,25
6893,subtly,25
4279,degree,25
5143,component,25
10140,"stuff,",25
1932,"fantastic,",25
6668,biggest,25
13017,sediment,25
7107,blue,25
5010,bone,25
11334,traded,25
3540,glass.pours,25
5235,"mouth,",25
5237,"burn,",25
1240,coated,25
738,dont,24
2577,hearty,24
2858,"brewery,",24
1776,candy.,24
2632,"dipa,",24
20182,flora,24
1507,hate,24
3262,yeast.,24
1477,ancho,24
1794,increasing,24
5612,collar.,24
3957,dialed,24
7035,run,24
71,breweries,24
4006,putting,24
8070,"sherry,",24
3026,change,24
3395,creamsicle,24
435,"incredible,",24
3280,terrific,24
2434,save,24
1433,turned,24
2845,surprise,24
7068,"lambic,",24
775,pay,24
1809,apple.,24
19739,"robustness,",24
2956,ipa's,24
2880,neither,24
7781,goodness.,24
2550,"pleasant,",24
7468,aromatic,24
2219,"back,",24
1968,wonder,24
11137,prevalent,24
242,toffee.,24
2495,"finger,",24
9514,"follows,",24
6526,pleasant.,24
13475,vegetal,24
2008,intense.,24
567,swallow.,24
10376,"gold,",24
20013,crisp.,24
11063,lacto,24
8669,translucent,24
4237,wood.,24
215,lingered,24
6356,funkiness,24
2020,minute,24
4897,touches,24
3105,"nicely,",24
6088,sauce,24
20540,"much,",24
2814,heavy.,24
9915,"warm,",24
9618,sets,24
5520,impressive.,24
13388,ones,24
2919,wife,24
2275,known,23
2364,ago.,23
4664,peak,23
2508,maltiness,23
723,opinion.,23
2150,everyone,23
2,morning,23
17509,powder,23
10031,moving,23
734,thinking,23
10381,pass,23
4660,develops,23
524,met,23
4047,lends,23
4486,attractive,23
2290,"day,",23
4340,syrupy.,23
9759,cake.,23
4967,peachy,23
9293,aging.,23
114,stop,23
756,ways,23
9735,enjoying,23
5644,no.,23
4648,hazed,23
4029,serious,23
4137,phenomenal.,23
8066,almond,23
11061,"tannins,",23
6460,"ago,",23
1487,"while,",23
956,sampled,23
2678,supporting,23
11482,hazelnut,23
2059,"nibs,",23
6917,"lemons,",23
3170,"ipas,",23
6027,winner,23
13005,lacing.aromas,23
2055,lead,23
7008,"jam,",23
1947,weird,23
3787,spectacular,23
3777,crackery,23
1915,light-medium,23
7256,finish.m:,23
11368,cookie,23
2850,fact,23
3694,leafy,23
12440,bruery,23
7162,fun,23
11333,15.5oz,23
1188,kept,23
2675,"sharp,",23
3115,tap.,23
7742,alcoholic,23
1777,largely,23
11744,cork,23
3005,medium-bodied,23
6687,"citra,",23
2771,looked,23
2745,juiciness,23
2096,becoming,23
5822,savory,23
3910,toppling,23
8984,500,23
3292,"collar,",23
10995,bottl,23
1675,enjoy.,23
8126,rustic,23
1224,fudge.,23
13059,"sauce,",22
5015,fruit,22
8660,drier,22
8614,stickiness,22
525,deeply,22
5234,strength,22
532,delight,22
2809,canning,22
6895,apricots.,22
5211,about.,22
3373,"course,",22
3465,stamped,22
5131,brief,22
11089,jester,22
1973,chilies,22
5182,july,22
4355,head.smell:,22
8158,lacing.aroma:,22
4585,milkshake,22
4552,highest,22
3007,dryness.,22
1725,before.,22
8080,meld,22
11587,lactose.,22
4666,melon.,22
106,poor,22
4669,whipped,22
4691,waited,22
3100,"bready,",22
11528,"bomb,",22
4714,"white,",22
8159,"barnyard,",22
4999,dough,22
8167,picking,22
3157,executed,22
3160,tremendously,22
3163,bif,22
8179,"top,",22
4856,glass.appearance:,22
3180,headaroma:,22
8203,(or,22
3213,"house,",22
2201,harmony,22
1876,"yes,",22
345,backend.,22
371,notes;,22
7326,tobacco.,22
13815,acquired,22
18194,milk/dark,22
9431,westvleteren,22
4048,warmth.,22
1147,personal,22
5601,fl.,22
2082,"be,",22
6172,roastiness,22
5337,parts,22
4209,reputation.,22
10433,sue,22
10731,pulp,22
11035,acidic.,22
6466,fading,22
681,unfortunately,22
6364,showcases,22
4232,cherry.,22
676,"appearance,",22
2616,flavours,22
6361,over.,22
10638,12%,22
7406,mentioned,21
5582,sp,21
4866,medium-high,21
10497,im,21
1594,temperature.,21
11451,1/2,21
2889,check,21
6058,parabola,21
295,"you,",21
6091,age.,21
2711,7,21
8265,element,21
1112,bunch,21
2723,significant,21
2724,herbaceous,21
2394,full.,21
4791,"beautiful,",21
6022,october,21
9802,sat,21
11647,funky.,21
1756,common,21
4622,size,21
4545,particular,21
73,right.,21
4542,remind,21
1745,smokey,21
821,beginning,21
3062,offering.,21
3906,finish;,21
11851,dankness.,21
6015,today,21
2655,dipas,21
758,mature,21
4735,sheets,21
9196,previous,21
934,vintage;,21
5936,long.,21
2305,"hop,",21
7138,solid.,21
10513,temperature,21
4465,bursts,21
1502,matter,21
10035,ultimately,21
3976,price.,21
6908,fonteinen,21
8683,review.,21
1236,popped,21
3377,delightful,21
1927,odd,21
5132,moment,21
1969,"was,",21
2821,cup,21
6477,forth,21
5334,paid,21
5383,compare,21
6552,wisps,21
6892,lambics,21
2863,artificial,21
2230,warmed.,21
10192,high.,21
13447,yielded,21
1330,dies,21
2784,"golden,",21
10094,2020.,21
437,tinge,21
6879,far.,21
7077,"foam,",21
1264,"brownies,",21
6775,game,21
19827,"lactose,",21
4176,assume,21
2207,final,21
4350,equal,21
561,sting,21
7032,2011,21
5401,killer,21
6750,wheaty,21
4240,melds,21
3528,"berry,",20
8720,other.,20
3911,goliath,20
3042,march,20
9038,series,20
5827,kbs,20
2354,ok,20
3954,bomb!,20
5789,prune,20
2620,"neipa,",20
5772,shelf,20
5741,"batter,",20
4561,caramel,20
2957,consider,20
4659,blueberries,20
4551,written,20
8561,interesting.,20
9435,kicks,20
9527,cellar.,20
5412,monster,20
4039,disappeared,20
7334,finish.overall:,20
2428,"ok,",20
6345,"best,",20
5022,showcase,20
5038,influence,20
4976,fragrant,20
7208,place.,20
2757,alchemist,20
5050,strength.,20
6283,you.,20
7276,fig,20
4960,"full-bodied,",20
4948,"more,",20
3239,airy,20
5069,nectar,20
8924,chestnut,20
5076,visit,20
5137,cantaloupe,20
8433,street,20
5588,compliments,20
3831,trillium's,20
9869,released,20
3986,char.,20
6000,lets,20
5328,oil.,20
5194,finest,20
3130,grape.,20
9186,told,20
6567,nuance,20
2924,you’re,20
10017,esters,20
10060,streaming,20
1243,some.,20
10181,bottle:,20
1581,stuck,20
33,sugars,20
11490,carb.o,20
1457,"2018,",20
11488,booziness.f,20
1694,result,20
1606,order,20
1680,2017.,20
1554,"barrels,",20
12568,chardonnay,20
10170,closely,20
436,metallic,20
138,general,20
621,significantly,20
10917,"age,",20
2019,quarter,20
15542,nuts,20
10295,peaches.,20
1388,night.,20
11458,viscous.,20
9871,dots,20
15279,favorites,20
2440,bill,19
3329,paired,19
11665,"amber,",19
4169,means,19
5630,effervescence.,19
1748,brandy.,19
10465,weed,19
810,focus,19
1267,edition,19
11467,"bacon,",19
10441,content,19
1350,develop,19
11484,body.s,19
5639,draft.,19
7108,"cheese,",19
12735,muddy,19
10085,home.,19
4945,"grain,",19
17529,ethanol,19
1349,continue,19
3317,smoothie,19
12350,garde,19
620,dominating,19
9192,longer,19
13871,wisp,19
1598,us,19
10950,trade.,19
2017,"snifter,",19
4372,compliment,19
2988,"away,",19
10297,anniversary,19
4227,starting,19
3525,"background,",19
7680,herbs,19
7011,medicinal,19
4715,bubbled,19
8099,geuze,19
5267,"bod,",19
4890,wispy,19
12835,moves,19
480,lips,19
3984,roast.,19
7714,sensation,19
1995,b2,19
7424,loaded,19
1180,was.,19
8715,fingernail,19
1137,sized,19
1217,"prominent,",19
5008,stunning,19
838,smoke.,19
6424,what's,19
11901,hitting,19
631,buddy,19
1328,"look,",19
4553,expectations.,19
4066,"foamy,",19
2397,"bite,",19
207,match,19
7486,appealing,19
8401,clean.,19
3044,following,19
12157,range,19
8392,fill,19
6953,admit,19
3043,2nd,19
6170,watery,19
991,six,19
2840,nature,19
2625,lacing.the,19
2318,concentrated,19
9944,playing,19
11780,pit,19
9931,full-bodied,19
4841,detect,19
4301,midnight,19
5816,look.,19
3797,guy,19
6132,graham,19
3988,warming.,19
3126,"flowers,",19
8335,yellow-orange,19
3743,fantastic!,19
7319,oxidation,19
1773,"off,",19
470,viscosity,19
4640,not.,19
4214,(in,19
3282,expensive,19
2422,blending,19
10477,"bubbles,",19
5742,mix.,19
3467,working,19
65,missed,19
5425,became,19
4384,baker's,19
1076,mixes,19
1074,shit,19
16025,oude,19
2160,possible,19
2293,same.,19
11905,"cantaloupe,",19
4326,unique.,19
3824,buying,19
3993,elite,18
10459,a-,18
6589,hue.,18
4147,cellared,18
497,coat,18
884,adjuncts.,18
2028,stay,18
15122,corked,18
8837,wrapped,18
11606,kriek,18
10311,pushing,18
6966,apricot.,18
6979,fermented,18
9242,"liquid,",18
13592,hangs,18
832,perfection.,18
8799,winner.,18
10878,vinegar.,18
6613,"them,",18
11631,bretty,18
3177,"drinking,",18
12936,:,18
578,wax,18
5387,have.,18
827,meets,18
4774,heads,18
4954,"earthiness,",18
5705,malted,18
6925,acid.,18
6978,consistency.,18
9250,belgium,18
1197,good!,18
647,regardless,18
2986,dig,18
10011,grass.,18
2649,enticing,18
9694,highlighting,18
5625,mind.,18
5359,hour,18
5581,ris,18
10597,cloyingly,18
6242,nuances,18
3290,foam;,18
2805,preferred,18
5743,creme,18
5610,finely,18
5079,variety,18
5294,2010,18
4616,face.,18
5081,reviews,18
4532,hoped,18
1323,"nutmeg,",18
4413,(as,18
1056,whale,18
9000,upfront.,18
4299,temp.,18
17,blood,18
1887,ahead,18
6165,covering,18
14497,remarkably,18
9877,sunday,18
860,saw,18
14530,wants,18
7261,tier,18
1624,opinion,18
6481,building,18
3544,"lush,",18
2882,brother,18
955,"review,",18
6998,plastic,18
7467,"large,",18
2209,mellowed,18
10288,joy,18
1438,stood,18
5752,4.75,18
9550,"also,",18
5509,accents,18
3793,scant,18
2224,primarily,18
3668,imo.,18
6367,perfection,18
7075,yogurt,18
5791,minus,18
4671,intriguing,18
5734,receding,18
5740,fudgey,18
633,called,18
2786,head.s,18
7356,steady,18
7754,"barley,",18
2452,clarity,18
3971,lot.,18
3693,papaya.,18
4522,ended,18
3688,terribly,18
19911,bourbon/oak,18
3480,"swallow,",17
3172,comparison,17
5483,logic,17
6907,drie,17
2652,"and,",17
314,blow,17
12247,la,17
8221,"texture,",17
2062,finisho-,17
4348,"2017,",17
1481,rounds,17
8256,resulting,17
12661,flavorful.,17
5628,contained,17
412,shy,17
12540,defined,17
4329,"together,",17
19446,chile,17
1933,cbs,17
1925,"noticeable,",17
12449,"looking,",17
8393,february,17
7226,delicious!,17
8385,hf.,17
725,isnt,17
2866,gonna,17
1909,shade,17
8349,special.,17
5124,rises,17
7123,"fruitiness,",17
5571,distinctive,17
8881,borderline,17
7361,beneath,17
8170,brew!,17
8878,mellows,17
1418,two.,17
12321,"acid,",17
10935,damp,17
3384,ivory,17
7481,"pithy,",17
2035,carry,17
2716,"clementine,",17
10939,knew,17
4978,neipas,17
7472,legendary,17
8219,"cognac,",17
712,"thing,",17
1590,traces,17
7395,"yeah,",17
7096,"offering,",17
3330,"moderate,",17
3328,finish.mouthfeel,17
13262,alter,17
9115,grand,17
2856,satisfying,17
55,noticeable.,17
3060,"aftertaste,",17
3562,previously,17
2569,"opinion,",17
5892,insane,17
3122,active,17
4623,dinner,17
4247,approachable,17
10487,"cracker,",17
6195,doesnt,17
9179,drinker,17
2294,topper,17
4478,"kiwi,",17
3648,astringency,17
3530,"strawberry,",17
908,"class,",17
4528,to.,17
4427,brown/black,17
6288,"start,",17
4760,(but,17
6285,crystal,17
4749,booziness.,17
13805,finish.overall,17
632,mine,17
937,harvest,17
9683,lacing.smells,17
9271,unfiltered,17
10115,depth.,17
8055,crushed,17
3895,clinging,17
9723,"barleywine,",17
68,aside,17
4456,firestone,17
10014,tightly,17
31231,"walnuts,",17
11728,lambic.,17
5913,combine,17
5314,virtually,17
9563,january,17
6828,combined,17
6829,tone,17
12129,"delicate,",17
10625,nibs,17
296,smells.,17
2315,recommended,17
6114,blend.,17
4261,ending,17
3033,get.,17
3068,california,17
6859,lending,17
3671,proper,17
5910,nuttiness,17
3090,mainly,17
5903,"round,",17
6797,favorite.,17
2240,seeing,17
7559,exception.,17
5456,settled,17
3751,streaks,17
5128,essentially,17
4560,"effervescent,",17
1763,finish.this,17
6187,session,17
2231,typically,16
3346,formed,16
3849,opposed,16
717,notable,16
4529,oats,16
6331,"(orange,",16
7084,bread.,16
